ANNO;CODICE REGIONE;DENOMINAZIONE REGIONE;CODICE AZIENDA;DENOMINAZIONE AZIENDA;CODICE COMUNE;COMUNE;MASCHI;FEMMINE;TOTALE
2018;010;PIEMONTE             ;203;TO3;001002;AIRASCA                                 ;1.873;1.808;3.681
2018;010;PIEMONTE             ;203;TO3;001006;ALMESE                                  ;3.121;3.257;6.378
2018;010;PIEMONTE             ;203;TO3;001008;ALPIGNANO                               ;8.065;8.314;16.379
2018;010;PIEMONTE             ;203;TO3;001011;ANGROGNA                                ;435;428;863
2018;010;PIEMONTE             ;203;TO3;001013;AVIGLIANA                               ;6.130;6.433;12.563
2018;010;PIEMONTE             ;203;TO3;001022;BARDONECCHIA                            ;1.563;1.586;3.149
2018;010;PIEMONTE             ;203;TO3;001024;BEINASCO                                ;8.648;9.288;17.936
2018;010;PIEMONTE             ;203;TO3;001025;BIBIANA                                 ;1.729;1.734;3.463
2018;010;PIEMONTE             ;203;TO3;001026;BOBBIO PELLICE                          ;261;284;545
2018;010;PIEMONTE             ;203;TO3;001032;BORGONE SUSA                            ;1.111;1.098;2.209
2018;010;PIEMONTE             ;203;TO3;001035;BRICHERASIO                             ;2.269;2.347;4.616
2018;010;PIEMONTE             ;203;TO3;001038;BRUINO                                  ;4.312;4.384;8.696
2018;010;PIEMONTE             ;203;TO3;001040;BRUZOLO                                 ;761;765;1.526
2018;010;PIEMONTE             ;203;TO3;001041;BURIASCO                                ;670;681;1.351
2018;010;PIEMONTE             ;203;TO3;001044;BUSSOLENO                               ;2.832;3.109;5.941
2018;010;PIEMONTE             ;203;TO3;001045;BUTTIGLIERA ALTA                        ;3.125;3.282;6.407
2018;010;PIEMONTE             ;203;TO3;001049;CAMPIGLIONE-FENILE                      ;663;678;1.341
2018;010;PIEMONTE             ;203;TO3;001053;CANTALUPA                               ;1.278;1.342;2.620
2018;010;PIEMONTE             ;203;TO3;001055;CAPRIE                                  ;1.043;1.042;2.085
2018;010;PIEMONTE             ;203;TO3;001062;CASELETTE                               ;1.506;1.524;3.030
2018;010;PIEMONTE             ;203;TO3;001070;CAVOUR                                  ;2.715;2.777;5.492
2018;010;PIEMONTE             ;203;TO3;001071;CERCENASCO                              ;879;930;1.809
2018;010;PIEMONTE             ;203;TO3;001074;CESANA TORINESE                         ;507;436;943
2018;010;PIEMONTE             ;203;TO3;001076;CHIANOCCO                               ;796;816;1.612
2018;010;PIEMONTE             ;203;TO3;001080;CHIOMONTE                               ;442;445;887
2018;010;PIEMONTE             ;203;TO3;001081;CHIUSA DI SAN MICHELE                   ;819;803;1.622
2018;010;PIEMONTE             ;203;TO3;001087;CLAVIERE                                ;107;103;210
2018;010;PIEMONTE             ;203;TO3;001089;COAZZE                                  ;1.649;1.587;3.236
2018;010;PIEMONTE             ;203;TO3;001090;COLLEGNO                                ;23.785;25.901;49.686
2018;010;PIEMONTE             ;203;TO3;001093;CONDOVE                                 ;2.247;2.349;4.596
2018;010;PIEMONTE             ;203;TO3;001097;CUMIANA                                 ;3.938;3.957;7.895
2018;010;PIEMONTE             ;203;TO3;001099;DRUENTO                                 ;4.342;4.521;8.863
2018;010;PIEMONTE             ;203;TO3;001100;EXILLES                                 ;129;122;251
2018;010;PIEMONTE             ;203;TO3;001103;FENESTRELLE                             ;261;249;510
2018;010;PIEMONTE             ;203;TO3;001110;FROSSASCO                               ;1.394;1.472;2.866
2018;010;PIEMONTE             ;203;TO3;001111;GARZIGLIANA                             ;276;276;552
2018;010;PIEMONTE             ;203;TO3;001114;GIAGLIONE                               ;287;322;609
2018;010;PIEMONTE             ;203;TO3;001115;GIAVENO                                 ;7.988;8.398;16.386
2018;010;PIEMONTE             ;203;TO3;001116;GIVOLETTO                               ;1.993;1.946;3.939
2018;010;PIEMONTE             ;203;TO3;001117;GRAVERE                                 ;339;337;676
2018;010;PIEMONTE             ;203;TO3;001120;GRUGLIASCO                              ;18.007;19.585;37.592
2018;010;PIEMONTE             ;203;TO3;001122;INVERSO PINASCA                         ;355;347;702
2018;010;PIEMONTE             ;203;TO3;001126;LA CASSA                                ;911;892;1.803
2018;010;PIEMONTE             ;203;TO3;001139;LUSERNA SAN GIOVANNI                    ;3.475;3.773;7.248
2018;010;PIEMONTE             ;203;TO3;001140;LUSERNETTA                              ;253;243;496
2018;010;PIEMONTE             ;203;TO3;001142;MACELLO                                 ;589;580;1.169
2018;010;PIEMONTE             ;203;TO3;001145;MASSELLO                                ;29;25;54
2018;010;PIEMONTE             ;203;TO3;001147;MATTIE                                  ;333;336;669
2018;010;PIEMONTE             ;203;TO3;001149;MEANA DI SUSA                           ;400;388;788
2018;010;PIEMONTE             ;203;TO3;001154;MOMPANTERO                              ;302;347;649
2018;010;PIEMONTE             ;203;TO3;001157;MONCENISIO                              ;19;16;35
2018;010;PIEMONTE             ;203;TO3;001169;NOVALESA                                ;275;263;538
2018;010;PIEMONTE             ;203;TO3;001171;ORBASSANO                               ;11.315;12.037;23.352
2018;010;PIEMONTE             ;203;TO3;001173;OSASCO                                  ;564;589;1.153
2018;010;PIEMONTE             ;203;TO3;001175;OULX                                    ;1.707;1.664;3.371
2018;010;PIEMONTE             ;203;TO3;001184;PEROSA ARGENTINA                        ;1.514;1.657;3.171
2018;010;PIEMONTE             ;203;TO3;001186;PERRERO                                 ;349;296;645
2018;010;PIEMONTE             ;203;TO3;001189;PIANEZZA                                ;7.506;7.885;15.391
2018;010;PIEMONTE             ;203;TO3;001190;PINASCA                                 ;1.411;1.526;2.937
2018;010;PIEMONTE             ;203;TO3;001191;PINEROLO                                ;17.177;18.942;36.119
2018;010;PIEMONTE             ;203;TO3;001194;PIOSSASCO                               ;9.000;9.366;18.366
2018;010;PIEMONTE             ;203;TO3;001195;PISCINA                                 ;1.643;1.727;3.370
2018;010;PIEMONTE             ;203;TO3;001198;POMARETTO                               ;481;530;1.011
2018;010;PIEMONTE             ;203;TO3;001200;PORTE                                   ;524;510;1.034
2018;010;PIEMONTE             ;203;TO3;001201;PRAGELATO                               ;414;361;775
2018;010;PIEMONTE             ;203;TO3;001202;PRALI                                   ;128;111;239
2018;010;PIEMONTE             ;203;TO3;001204;PRAMOLLO                                ;117;107;224
2018;010;PIEMONTE             ;203;TO3;001205;PRAROSTINO                              ;641;642;1.283
2018;010;PIEMONTE             ;203;TO3;001211;REANO                                   ;861;913;1.774
2018;010;PIEMONTE             ;203;TO3;001214;RIVALTA DI TORINO                       ;9.914;10.154;20.068
2018;010;PIEMONTE             ;203;TO3;001219;RIVOLI                                  ;23.254;25.288;48.542
2018;010;PIEMONTE             ;203;TO3;001222;ROLETTO                                 ;1.025;1.009;2.034
2018;010;PIEMONTE             ;203;TO3;001226;RORA'                                   ;127;110;237
2018;010;PIEMONTE             ;203;TO3;001227;ROURE                                   ;391;406;797
2018;010;PIEMONTE             ;203;TO3;001228;ROSTA                                   ;2.427;2.530;4.957
2018;010;PIEMONTE             ;203;TO3;001229;RUBIANA                                 ;1.185;1.188;2.373
2018;010;PIEMONTE             ;203;TO3;001232;SALBERTRAND                             ;310;307;617
2018;010;PIEMONTE             ;203;TO3;001234;SALZA DI PINEROLO                       ;47;30;77
2018;010;PIEMONTE             ;203;TO3;001239;SAN DIDERO                              ;270;270;540
2018;010;PIEMONTE             ;203;TO3;001241;SANGANO                                 ;1.786;1.966;3.752
2018;010;PIEMONTE             ;203;TO3;001242;SAN GERMANO CHISONE                     ;885;876;1.761
2018;010;PIEMONTE             ;203;TO3;001243;SAN GILLIO                              ;1.555;1.638;3.193
2018;010;PIEMONTE             ;203;TO3;001245;SAN GIORIO DI SUSA                      ;467;500;967
2018;010;PIEMONTE             ;203;TO3;001250;SAN PIETRO VAL LEMINA                   ;694;722;1.416
2018;010;PIEMONTE             ;203;TO3;001254;SAN SECONDO DI PINEROLO                 ;1.793;1.824;3.617
2018;010;PIEMONTE             ;203;TO3;001255;SANT'AMBROGIO DI TORINO                 ;2.367;2.340;4.707
2018;010;PIEMONTE             ;203;TO3;001256;SANT'ANTONINO DI SUSA                   ;2.018;2.230;4.248
2018;010;PIEMONTE             ;203;TO3;001258;SAUZE DI CESANA                         ;132;115;247
2018;010;PIEMONTE             ;203;TO3;001259;SAUZE D'OULX                            ;570;526;1.096
2018;010;PIEMONTE             ;203;TO3;001260;SCALENGHE                               ;1.657;1.625;3.282
2018;010;PIEMONTE             ;203;TO3;001263;SESTRIERE                               ;497;438;935
2018;010;PIEMONTE             ;203;TO3;001270;SUSA                                    ;2.993;3.263;6.256
2018;010;PIEMONTE             ;203;TO3;001275;TORRE PELLICE                           ;2.204;2.383;4.587
2018;010;PIEMONTE             ;203;TO3;001276;TRANA                                   ;1.899;1.926;3.825
2018;010;PIEMONTE             ;203;TO3;001281;USSEAUX                                 ;91;95;186
2018;010;PIEMONTE             ;203;TO3;001283;VAIE                                    ;708;704;1.412
2018;010;PIEMONTE             ;203;TO3;001284;VAL DELLA TORRE                         ;1.989;1.932;3.921
2018;010;PIEMONTE             ;203;TO3;001285;VALGIOIE                                ;517;440;957
2018;010;PIEMONTE             ;203;TO3;001291;VENAUS                                  ;434;448;882
2018;010;PIEMONTE             ;203;TO3;001292;VENARIA REALE;16.260;17.304;33.564
2018;010;PIEMONTE             ;203;TO3;001299;VIGONE                                  ;2.553;2.610;5.163
2018;010;PIEMONTE             ;203;TO3;001300;VILLAFRANCA PIEMONTE                    ;2.265;2.351;4.616
2018;010;PIEMONTE             ;203;TO3;001302;VILLARBASSE                             ;1.677;1.778;3.455
2018;010;PIEMONTE             ;203;TO3;001303;VILLAR DORA                             ;1.435;1.457;2.892
2018;010;PIEMONTE             ;203;TO3;001305;VILLAR FOCCHIARDO                       ;979;988;1.967
2018;010;PIEMONTE             ;203;TO3;001306;VILLAR PELLICE                          ;531;538;1.069
2018;010;PIEMONTE             ;203;TO3;001307;VILLAR PEROSA                           ;1.952;2.096;4.048
2018;010;PIEMONTE             ;203;TO3;001310;VIRLE PIEMONTE                          ;583;590;1.173
2018;010;PIEMONTE             ;203;TO3;001315;VOLVERA                                 ;4.271;4.368;8.639
2018;010;PIEMONTE             ;204;TO4;001001;AGLIE'                                  ;1.237;1.398;2.635
2018;010;PIEMONTE             ;204;TO4;001003;ALA DI STURA                            ;238;215;453
2018;010;PIEMONTE             ;204;TO4;001004;ALBIANO D'IVREA                         ;808;838;1.646
2018;010;PIEMONTE             ;204;TO4;001005;ALICE SUPERIORE                         ;363;342;705
2018;010;PIEMONTE             ;204;TO4;001007;ALPETTE                                 ;128;114;242
2018;010;PIEMONTE             ;204;TO4;001010;ANDRATE                                 ;267;232;499
2018;010;PIEMONTE             ;204;TO4;001014;AZEGLIO                                 ;619;639;1.258
2018;010;PIEMONTE             ;204;TO4;001015;BAIRO                                   ;379;421;800
2018;010;PIEMONTE             ;204;TO4;001016;BALANGERO                               ;1.531;1.632;3.163
2018;010;PIEMONTE             ;204;TO4;001017;BALDISSERO CANAVESE                     ;262;280;542
2018;010;PIEMONTE             ;204;TO4;001019;BALME                                   ;61;50;111
2018;010;PIEMONTE             ;204;TO4;001020;BANCHETTE                               ;1.509;1.730;3.239
2018;010;PIEMONTE             ;204;TO4;001021;BARBANIA                                ;792;812;1.604
2018;010;PIEMONTE             ;204;TO4;001023;BARONE CANAVESE                         ;297;292;589
2018;010;PIEMONTE             ;204;TO4;001027;BOLLENGO                                ;1.097;1.070;2.167
2018;010;PIEMONTE             ;204;TO4;001028;BORGARO TORINESE                        ;5.808;6.104;11.912
2018;010;PIEMONTE             ;204;TO4;001029;BORGIALLO                               ;295;293;588
2018;010;PIEMONTE             ;204;TO4;001030;BORGOFRANCO D'IVREA                     ;1.758;1.914;3.672
2018;010;PIEMONTE             ;204;TO4;001031;BORGOMASINO                             ;374;414;788
2018;010;PIEMONTE             ;204;TO4;001033;BOSCONERO                               ;1.555;1.578;3.133
2018;010;PIEMONTE             ;204;TO4;001034;BRANDIZZO                               ;4.292;4.446;8.738
2018;010;PIEMONTE             ;204;TO4;001036;BROSSO                                  ;192;202;394
2018;010;PIEMONTE             ;204;TO4;001037;BROZOLO                                 ;226;210;436
2018;010;PIEMONTE             ;204;TO4;001039;BRUSASCO                                ;765;763;1.528
2018;010;PIEMONTE             ;204;TO4;001042;BUROLO                                  ;544;600;1.144
2018;010;PIEMONTE             ;204;TO4;001043;BUSANO                                  ;846;790;1.636
2018;010;PIEMONTE             ;204;TO4;001046;CAFASSE                                 ;1.681;1.735;3.416
2018;010;PIEMONTE             ;204;TO4;001047;CALUSO                                  ;3.636;3.908;7.544
2018;010;PIEMONTE             ;204;TO4;001050;CANDIA CANAVESE                         ;598;634;1.232
2018;010;PIEMONTE             ;204;TO4;001052;CANISCHIO                               ;143;134;277
2018;010;PIEMONTE             ;204;TO4;001054;CANTOIRA                                ;304;272;576
2018;010;PIEMONTE             ;204;TO4;001056;CARAVINO                                ;437;465;902
2018;010;PIEMONTE             ;204;TO4;001057;CAREMA                                  ;366;405;771
2018;010;PIEMONTE             ;204;TO4;001060;CASALBORGONE                            ;927;960;1.887
2018;010;PIEMONTE             ;204;TO4;001061;CASCINETTE D'IVREA                      ;753;758;1.511
2018;010;PIEMONTE             ;204;TO4;001063;CASELLE TORINESE                        ;6.832;7.126;13.958
2018;010;PIEMONTE             ;204;TO4;001064;CASTAGNETO PO                           ;896;886;1.782
2018;010;PIEMONTE             ;204;TO4;001066;CASTELLAMONTE                           ;4.885;5.061;9.946
2018;010;PIEMONTE             ;204;TO4;001067;CASTELNUOVO NIGRA                       ;220;210;430
2018;010;PIEMONTE             ;204;TO4;001068;CASTIGLIONE TORINESE                    ;3.210;3.291;6.501
2018;010;PIEMONTE             ;204;TO4;001069;CAVAGNOLO                               ;1.006;1.053;2.059
2018;010;PIEMONTE             ;204;TO4;001072;CERES                                   ;543;502;1.045
2018;010;PIEMONTE             ;204;TO4;001073;CERESOLE REALE                          ;90;77;167
2018;010;PIEMONTE             ;204;TO4;001075;CHIALAMBERTO                            ;181;187;368
2018;010;PIEMONTE             ;204;TO4;001077;CHIAVERANO                              ;984;1.074;2.058
2018;010;PIEMONTE             ;204;TO4;001079;CHIESANUOVA                             ;123;110;233
2018;010;PIEMONTE             ;204;TO4;001082;CHIVASSO                                ;12.987;13.922;26.909
2018;010;PIEMONTE             ;204;TO4;001083;CICONIO                                 ;194;194;388
2018;010;PIEMONTE             ;204;TO4;001084;CINTANO                                 ;127;125;252
2018;010;PIEMONTE             ;204;TO4;001085;CINZANO                                 ;166;164;330
2018;010;PIEMONTE             ;204;TO4;001086;CIRIE'                                  ;8.879;9.697;18.576
2018;010;PIEMONTE             ;204;TO4;001088;COASSOLO TORINESE                       ;763;734;1.497
2018;010;PIEMONTE             ;204;TO4;001091;COLLERETTO CASTELNUOVO                  ;154;162;316
2018;010;PIEMONTE             ;204;TO4;001092;COLLERETTO GIACOSA                      ;293;280;573
2018;010;PIEMONTE             ;204;TO4;001094;CORIO                                   ;1.581;1.628;3.209
2018;010;PIEMONTE             ;204;TO4;001095;COSSANO CANAVESE                        ;246;240;486
2018;010;PIEMONTE             ;204;TO4;001096;CUCEGLIO                                ;492;497;989
2018;010;PIEMONTE             ;204;TO4;001098;CUORGNE'                                ;4.715;4.962;9.677
2018;010;PIEMONTE             ;204;TO4;001101;FAVRIA                                  ;2.604;2.643;5.247
2018;010;PIEMONTE             ;204;TO4;001102;FELETTO                                 ;1.115;1.150;2.265
2018;010;PIEMONTE             ;204;TO4;001104;FIANO                                   ;1.306;1.361;2.667
2018;010;PIEMONTE             ;204;TO4;001105;FIORANO CANAVESE                        ;379;390;769
2018;010;PIEMONTE             ;204;TO4;001106;FOGLIZZO                                ;1.121;1.198;2.319
2018;010;PIEMONTE             ;204;TO4;001107;FORNO CANAVESE                          ;1.676;1.660;3.336
2018;010;PIEMONTE             ;204;TO4;001108;FRASSINETTO                             ;154;126;280
2018;010;PIEMONTE             ;204;TO4;001109;FRONT                                   ;818;823;1.641
2018;010;PIEMONTE             ;204;TO4;001112;GASSINO TORINESE                        ;4.572;4.987;9.559
2018;010;PIEMONTE             ;204;TO4;001113;GERMAGNANO                              ;586;580;1.166
2018;010;PIEMONTE             ;204;TO4;001118;GROSCAVALLO                             ;99;100;199
2018;010;PIEMONTE             ;204;TO4;001119;GROSSO                                  ;497;528;1.025
2018;010;PIEMONTE             ;204;TO4;001121;INGRIA                                  ;25;19;44
2018;010;PIEMONTE             ;204;TO4;001124;ISSIGLIO                                ;195;192;387
2018;010;PIEMONTE             ;204;TO4;001125;IVREA                                   ;11.117;12.325;23.442
2018;010;PIEMONTE             ;204;TO4;001128;LANZO TORINESE                          ;2.442;2.573;5.015
2018;010;PIEMONTE             ;204;TO4;001129;LAURIANO                                ;713;723;1.436
2018;010;PIEMONTE             ;204;TO4;001130;LEINI                                   ;8.141;8.315;16.456
2018;010;PIEMONTE             ;204;TO4;001131;LEMIE                                   ;107;100;207
2018;010;PIEMONTE             ;204;TO4;001132;LESSOLO                                 ;885;935;1.820
2018;010;PIEMONTE             ;204;TO4;001133;LEVONE                                  ;217;225;442
2018;010;PIEMONTE             ;204;TO4;001134;LOCANA                                  ;691;747;1.438
2018;010;PIEMONTE             ;204;TO4;001135;LOMBARDORE                              ;872;863;1.735
2018;010;PIEMONTE             ;204;TO4;001137;LORANZE'                                ;574;592;1.166
2018;010;PIEMONTE             ;204;TO4;001138;LUGNACCO                                ;169;174;343
2018;010;PIEMONTE             ;204;TO4;001141;LUSIGLIE'                               ;282;287;569
2018;010;PIEMONTE             ;204;TO4;001143;MAGLIONE                                ;200;217;417
2018;010;PIEMONTE             ;204;TO4;001146;MATHI                                   ;1.907;1.939;3.846
2018;010;PIEMONTE             ;204;TO4;001148;MAZZE'                                  ;2.028;2.114;4.142
2018;010;PIEMONTE             ;204;TO4;001150;MERCENASCO                              ;637;594;1.231
2018;010;PIEMONTE             ;204;TO4;001151;MEUGLIANO                               ;44;33;77
2018;010;PIEMONTE             ;204;TO4;001152;MEZZENILE                               ;402;395;797
2018;010;PIEMONTE             ;204;TO4;001155;MONASTERO DI LANZO                      ;186;160;346
2018;010;PIEMONTE             ;204;TO4;001159;MONTALENGHE                             ;463;533;996
2018;010;PIEMONTE             ;204;TO4;001160;MONTALTO DORA                           ;1.678;1.723;3.401
2018;010;PIEMONTE             ;204;TO4;001161;MONTANARO                               ;2.553;2.627;5.180
2018;010;PIEMONTE             ;204;TO4;001162;MONTEU DA PO                            ;431;423;854
2018;010;PIEMONTE             ;204;TO4;001165;NOASCA                                  ;57;59;116
2018;010;PIEMONTE             ;204;TO4;001166;NOLE                                    ;3.310;3.507;6.817
2018;010;PIEMONTE             ;204;TO4;001167;NOMAGLIO                                ;143;143;286
2018;010;PIEMONTE             ;204;TO4;001170;OGLIANICO                               ;743;746;1.489
2018;010;PIEMONTE             ;204;TO4;001172;ORIO CANAVESE                           ;388;386;774
2018;010;PIEMONTE             ;204;TO4;001176;OZEGNA                                  ;607;620;1.227
2018;010;PIEMONTE             ;204;TO4;001177;PALAZZO CANAVESE                        ;409;428;837
2018;010;PIEMONTE             ;204;TO4;001179;PARELLA                                 ;199;231;430
2018;010;PIEMONTE             ;204;TO4;001181;PAVONE CANAVESE                         ;1.862;1.986;3.848
2018;010;PIEMONTE             ;204;TO4;001182;PECCO                                   ;109;125;234
2018;010;PIEMONTE             ;204;TO4;001185;PEROSA CANAVESE                         ;257;263;520
2018;010;PIEMONTE             ;204;TO4;001187;PERTUSIO                                ;374;384;758
2018;010;PIEMONTE             ;204;TO4;001188;PESSINETTO                              ;328;289;617
2018;010;PIEMONTE             ;204;TO4;001196;PIVERONE                                ;654;711;1.365
2018;010;PIEMONTE             ;204;TO4;001199;PONT-CANAVESE                           ;1.573;1.717;3.290
2018;010;PIEMONTE             ;204;TO4;001206;PRASCORSANO                             ;376;377;753
2018;010;PIEMONTE             ;204;TO4;001207;PRATIGLIONE                             ;256;258;514
2018;010;PIEMONTE             ;204;TO4;001208;QUAGLIUZZO                              ;172;159;331
2018;010;PIEMONTE             ;204;TO4;001209;QUASSOLO                                ;162;183;345
2018;010;PIEMONTE             ;204;TO4;001210;QUINCINETTO                             ;503;527;1.030
2018;010;PIEMONTE             ;204;TO4;001212;RIBORDONE                               ;26;23;49
2018;010;PIEMONTE             ;204;TO4;001213;RIVALBA                                 ;589;564;1.153
2018;010;PIEMONTE             ;204;TO4;001216;RIVARA                                  ;1.288;1.298;2.586
2018;010;PIEMONTE             ;204;TO4;001217;RIVAROLO CANAVESE                       ;5.966;6.496;12.462
2018;010;PIEMONTE             ;204;TO4;001218;RIVAROSSA                               ;805;787;1.592
2018;010;PIEMONTE             ;204;TO4;001220;ROBASSOMERO                             ;1.477;1.589;3.066
2018;010;PIEMONTE             ;204;TO4;001221;ROCCA CANAVESE                          ;882;832;1.714
2018;010;PIEMONTE             ;204;TO4;001223;ROMANO CANAVESE                         ;1.295;1.356;2.651
2018;010;PIEMONTE             ;204;TO4;001224;RONCO CANAVESE                          ;155;145;300
2018;010;PIEMONTE             ;204;TO4;001225;RONDISSONE                              ;976;911;1.887
2018;010;PIEMONTE             ;204;TO4;001230;RUEGLIO                                 ;381;396;777
2018;010;PIEMONTE             ;204;TO4;001231;SALASSA                                 ;915;935;1.850
2018;010;PIEMONTE             ;204;TO4;001233;SALERANO CANAVESE                       ;228;245;473
2018;010;PIEMONTE             ;204;TO4;001235;SAMONE                                  ;774;807;1.581
2018;010;PIEMONTE             ;204;TO4;001236;SAN BENIGNO CANAVESE                    ;2.955;3.075;6.030
2018;010;PIEMONTE             ;204;TO4;001237;SAN CARLO CANAVESE                      ;1.959;2.065;4.024
2018;010;PIEMONTE             ;204;TO4;001238;SAN COLOMBANO BELMONTE                  ;180;174;354
2018;010;PIEMONTE             ;204;TO4;001240;SAN FRANCESCO AL CAMPO                  ;2.424;2.484;4.908
2018;010;PIEMONTE             ;204;TO4;001244;SAN GIORGIO CANAVESE                    ;1.253;1.314;2.567
2018;010;PIEMONTE             ;204;TO4;001246;SAN GIUSTO CANAVESE                     ;1.621;1.734;3.355
2018;010;PIEMONTE             ;204;TO4;001247;SAN MARTINO CANAVESE                    ;403;414;817
2018;010;PIEMONTE             ;204;TO4;001248;SAN MAURIZIO CANAVESE                   ;5.071;5.243;10.314
2018;010;PIEMONTE             ;204;TO4;001249;SAN MAURO TORINESE                      ;9.113;9.797;18.910
2018;010;PIEMONTE             ;204;TO4;001251;SAN PONSO                               ;129;124;253
2018;010;PIEMONTE             ;204;TO4;001252;SAN RAFFAELE CIMENA                     ;1.523;1.594;3.117
2018;010;PIEMONTE             ;204;TO4;001253;SAN SEBASTIANO DA PO                    ;964;972;1.936
2018;010;PIEMONTE             ;204;TO4;001261;SCARMAGNO                               ;395;435;830
2018;010;PIEMONTE             ;204;TO4;001262;SCIOLZE                                 ;713;735;1.448
2018;010;PIEMONTE             ;204;TO4;001264;SETTIMO ROTTARO                         ;224;248;472
2018;010;PIEMONTE             ;204;TO4;001265;SETTIMO TORINESE                        ;22.790;24.209;46.999
2018;010;PIEMONTE             ;204;TO4;001266;SETTIMO VITTONE                         ;778;754;1.532
2018;010;PIEMONTE             ;204;TO4;001267;SPARONE                                 ;472;498;970
2018;010;PIEMONTE             ;204;TO4;001268;STRAMBINELLO                            ;125;145;270
2018;010;PIEMONTE             ;204;TO4;001269;STRAMBINO                               ;3.053;3.237;6.290
2018;010;PIEMONTE             ;204;TO4;001271;TAVAGNASCO                              ;384;411;795
2018;010;PIEMONTE             ;204;TO4;001273;TORRAZZA PIEMONTE                       ;1.453;1.504;2.957
2018;010;PIEMONTE             ;204;TO4;001274;TORRE CANAVESE                          ;284;317;601
2018;010;PIEMONTE             ;204;TO4;001277;TRAUSELLA                               ;55;69;124
2018;010;PIEMONTE             ;204;TO4;001278;TRAVERSELLA                             ;160;164;324
2018;010;PIEMONTE             ;204;TO4;001279;TRAVES                                  ;268;258;526
2018;010;PIEMONTE             ;204;TO4;001282;USSEGLIO                                ;102;99;201
2018;010;PIEMONTE             ;204;TO4;001286;VALLO TORINESE                          ;399;376;775
2018;010;PIEMONTE             ;204;TO4;001287;VALPERGA                                ;1.462;1.594;3.056
2018;010;PIEMONTE             ;204;TO4;001288;VALPRATO SOANA                          ;50;49;99
2018;010;PIEMONTE             ;204;TO4;001289;VARISELLA                               ;412;418;830
2018;010;PIEMONTE             ;204;TO4;001290;VAUDA CANAVESE                          ;726;721;1.447
2018;010;PIEMONTE             ;204;TO4;001293;VEROLENGO                               ;2.375;2.466;4.841
2018;010;PIEMONTE             ;204;TO4;001294;VERRUA SAVOIA                           ;692;706;1.398
2018;010;PIEMONTE             ;204;TO4;001295;VESTIGNE'                               ;394;402;796
2018;010;PIEMONTE             ;204;TO4;001296;VIALFRE'                                ;120;122;242
2018;010;PIEMONTE             ;204;TO4;001297;VICO CANAVESE                           ;402;429;831
2018;010;PIEMONTE             ;204;TO4;001298;VIDRACCO                                ;253;275;528
2018;010;PIEMONTE             ;204;TO4;001301;VILLANOVA CANAVESE                      ;585;627;1.212
2018;010;PIEMONTE             ;204;TO4;001304;VILLAREGGIA                             ;518;537;1.055
2018;010;PIEMONTE             ;204;TO4;001311;VISCHE                                  ;624;644;1.268
2018;010;PIEMONTE             ;204;TO4;001312;VISTRORIO                               ;256;275;531
2018;010;PIEMONTE             ;204;TO4;001313;VIU'                                    ;516;500;1.016
2018;010;PIEMONTE             ;204;TO4;001314;VOLPIANO                                ;7.556;7.894;15.450
2018;010;PIEMONTE             ;204;TO4;001316;MAPPANO;3.667;3.672;7.339
2018;010;PIEMONTE             ;204;TO4;002049;CRESCENTINO                             ;3.859;3.927;7.786
2018;010;PIEMONTE             ;204;TO4;002058;FONTANETTO PO                           ;552;551;1.103
2018;010;PIEMONTE             ;204;TO4;002067;LAMPORO                                 ;256;252;508
2018;010;PIEMONTE             ;204;TO4;002128;SALUGGIA                                ;1.920;1.996;3.916
2018;010;PIEMONTE             ;205;TO5;001009;ANDEZENO                                ;997;1.016;2.013
2018;010;PIEMONTE             ;205;TO5;001012;ARIGNANO                                ;568;507;1.075
2018;010;PIEMONTE             ;205;TO5;001018;BALDISSERO TORINESE                     ;1.821;1.859;3.680
2018;010;PIEMONTE             ;205;TO5;001048;CAMBIANO                                ;2.895;3.085;5.980
2018;010;PIEMONTE             ;205;TO5;001051;CANDIOLO                                ;2.785;2.850;5.635
2018;010;PIEMONTE             ;205;TO5;001058;CARIGNANO                               ;4.544;4.730;9.274
2018;010;PIEMONTE             ;205;TO5;001059;CARMAGNOLA                              ;14.135;14.834;28.969
2018;010;PIEMONTE             ;205;TO5;001065;CASTAGNOLE PIEMONTE                     ;1.106;1.138;2.244
2018;010;PIEMONTE             ;205;TO5;001078;CHIERI                                  ;17.727;19.231;36.958
2018;010;PIEMONTE             ;205;TO5;001123;ISOLABELLA                              ;192;191;383
2018;010;PIEMONTE             ;205;TO5;001127;LA LOGGIA                               ;4.388;4.458;8.846
2018;010;PIEMONTE             ;205;TO5;001136;LOMBRIASCO                              ;553;492;1.045
2018;010;PIEMONTE             ;205;TO5;001144;MARENTINO                               ;671;635;1.306
2018;010;PIEMONTE             ;205;TO5;001153;MOMBELLO DI TORINO                      ;196;194;390
2018;010;PIEMONTE             ;205;TO5;001156;MONCALIERI                              ;27.840;29.687;57.527
2018;010;PIEMONTE             ;205;TO5;001158;MONTALDO TORINESE                       ;355;365;720
2018;010;PIEMONTE             ;205;TO5;001163;MORIONDO TORINESE                       ;424;419;843
2018;010;PIEMONTE             ;205;TO5;001164;NICHELINO                               ;22.958;24.536;47.494
2018;010;PIEMONTE             ;205;TO5;001168;NONE                                    ;3.985;4.037;8.022
2018;010;PIEMONTE             ;205;TO5;001174;OSASIO                                  ;482;435;917
